,,,,,,,,,,,,,,,,
,,,,,,,,,,,,4/30/2019 1:50:52 PM,,,,
,,,,,Public View of NIBRS Crime,,,,,,,,,,,
,,,,,,,,,,,,,,,Page 1 of 1,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,"Total of  20,445  NIBRS offenses reported from 1/1/2019 to 1/31/2019 ",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Occurrence Date,,Occurrence Hour,,NIBRS Description,,Offense Count,Beat,Premise,Block Range,,Street Name,,,Street Type,,Suffix
2019-01-01,,00,,Intimidation,,1,13D20,"Residence, Home (Includes Apartment)",7800-7899,,ROCKHILL,,,,,
2019-01-01,,00,,"Destruction, damage, vandalism",,1,13D20,"Residence, Home (Includes Apartment)",7800-7899,,ROCKHILL,,,,,
2019-01-01,,00,,Aggravated Assault,,3,13D20,"Residence, Home (Includes Apartment)",7800-7899,,ROCKHILL,,,,,
2019-01-01,,00,,Driving under the influence,,1,3B30,"Highway, Road, Street, Alley",700-799,,34TH,,,ST,,W
2019-01-01,,00,,Simple assault,,1,11H10,"Residence, Home (Includes Apartment)",100-199,,GLENDALE,,,ST,,
2019-01-01,,00,,"Destruction, damage, vandalism",,1,11H10,"Residence, Home (Includes Apartment)",100-199,,GLENDALE,,,ST,,
2019-01-01,,00,,"False pretenses, swindle",,1,13D20,"Highway, Road, Street, Alley",6800-6899,,FLAMINGO,,,DR,,
2019-01-01,,00,,Aggravated Assault,,1,2A50,"Bar, Nightclub",5300-5399,,WASHINGTON,,,AVE,,
2019-01-01,,00,,Simple assault,,2,2A50,"Bar, Nightclub",5300-5399,,WASHINGTON,,,AVE,,
2019-01-01,,00,,Theft from motor vehicle,,1,2A30,"Parking Lot, Garage",2700-2799,,WHITE OAK,,,DR,,
2019-01-01,,00,,"Credit card, ATM fraud",,1,2A30,"Parking Lot, Garage",2700-2799,,WHITE OAK,,,DR,,
2019-01-01,,00,,Simple assault,,2,19G10,"Residence, Home (Includes Apartment)",10600-10699,,BEECHNUT,,,ST,,
2019-01-01,,00,,All other offenses,,1,7C40,"Highway, Road, Street, Alley",2300-2399,,PARKER,,,RD,,
2019-01-01,,00,,Robbery,,1,20G30,"Residence, Home (Includes Apartment)",10600-10699,,MEADOWGLEN,,,LN,,
2019-01-01,,00,,Simple assault,,1,12D50,"Residence, Home (Includes Apartment)",14300-14399,,OAK CHASE,,,DR,,
2019-01-01,,00,,"Burglary, Breaking and Entering",,1,9C40,Speciality Store,900-999,,FEDERAL,,,RD,,
2019-01-01,,00,,Driving under the influence,,1,1A10,"Highway, Road, Street, Alley",800-899,,PEASE,,,ST,,
2019-01-01,,00,,All other larceny,,1,10H70,"Hotel, Motel, ETC",2300-2399,,CAMDEN,,,DR,,
2019-01-01,,00,,"Burglary, Breaking and Entering",,1,6B10,"Commercial, Office Building",7000-7099,,NORTH,,,FWY,,
2019-01-01,,00,,Simple assault,,1,2A50,"Bar, Nightclub",5300-5399,,WASHINGTON,,,AVE,,
2019-01-01,,00,,"Destruction, damage, vandalism",,1,20G30,Restaurant,10400-10499,,RICHMOND,,,AVE,,
2019-01-01,,00,,All other offenses,,1,20G10,"Parking Lot, Garage",3900-3999,,WOODCHASE,,,DR,,
2019-01-01,,00,,"Destruction, damage, vandalism",,1,20G10,"Parking Lot, Garage",3900-3999,,WOODCHASE,,,DR,,
2019-01-01,,00,,"Destruction, damage, vandalism",,1,11H30,"Residence, Home (Includes Apartment)",8300-8399,,WINKLER,,,DR,,
2019-01-01,,00,,"Destruction, damage, vandalism",,1,8C50,"Residence, Home (Includes Apartment)",8900-8999,,CADDO,,,RD,,
2019-01-01,,00,,Theft from motor vehicle,,1,1A30,"Parking Lot, Garage",2700-2799,,SOUTHWEST,,,FWY,,
2019-01-01,,00,,"Destruction, damage, vandalism",,1,12D10,"Residence, Home (Includes Apartment)",9200-9299,,NATHANIEL,,,,,
2019-01-01,,00,,Disorderly conduct,,1,19G20,"Residence, Home (Includes Apartment)",4400-4499,,BOONE,,,RD,,
2019-01-01,,00,,"Destruction, damage, vandalism",,1,14D30,"Residence, Home (Includes Apartment)",8900-8999,,VINEARBOR,,,ST,,
2019-01-01,,00,,"Destruction, damage, vandalism",,1,16E40,"Residence, Home (Includes Apartment)",16100-16199,,LAZY RIDGE,,,DR,,
2019-01-01,,00,,Disorderly conduct,,1,6B30,"Highway, Road, Street, Alley",3500-3599,,BLACK LOCUST,,,DR,,
2019-01-01,,00,,"Destruction, damage, vandalism",,1,6B30,"Residence, Home (Includes Apartment)",3500-3599,,BLACK LOCUST,,,DR,,
2019-01-01,,00,,Simple assault,,1,17E10,"Residence, Home (Includes Apartment)",5600-5699,,GLENMONT,,,DR,,
2019-01-01,,00,,Simple assault,,1,3B50,"Highway, Road, Street, Alley",1500-1599,,NORTH LOOP,,,,,
2019-01-01,,00,,"Destruction, damage, vandalism",,1,14D20,"Church, Synagogue, Temple",8200-8299,,BRANDON,,,ST,,
2019-01-01,,00,,Aggravated Assault,,1,9C20,"Residence, Home (Includes Apartment)",200-299,,SHOTWELL,,,ST,,
2019-01-01,,00,,"Destruction, damage, vandalism",,1,8C60,"Residence, Home (Includes Apartment)",7400-7499,,NAVASOTA,,,ST,,
2019-01-01,,00,,All other larceny,,1,22B20,"Highway, Road, Street, Alley",12600-12699,,NORTHBOROUGH,,,DR,,
2019-01-01,,00,,Wire fraud,,1,22B20,"Highway, Road, Street, Alley",12600-12699,,NORTHBOROUGH,,,DR,,
2019-01-01,,00,,All other larceny,,1,3B40,"Residence, Home (Includes Apartment)",4300-4399,,EUROPA,,,ST,,
2019-01-01,,00,,"Credit card, ATM fraud",,1,3B40,"Residence, Home (Includes Apartment)",4300-4399,,EUROPA,,,ST,,
2019-01-01,,00,,Disorderly conduct,,1,15E30,"Residence, Home (Includes Apartment)",4000-4099,,WOODHAVEN,,,,,
2019-01-01,,00,,All other offenses,,1,7C20,"Residence, Home (Includes Apartment)",6600-6699,,HIRSCH,,,RD,,
2019-01-01,,00,,"Destruction, damage, vandalism",,1,7C20,"Residence, Home (Includes Apartment)",6600-6699,,HIRSCH,,,RD,,
2019-01-01,,00,,All other larceny,,1,2A50,"Bar, Nightclub",4300-4399,,FEAGAN,,,ST,,
